LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01003693,48,44,6.5,542252,187828
E01003694,46,36,6.8,542792,187839
E01003695,88,48,11.7,542711,187201
E01003696,42,80,4.8,542443,188357
E01003697,62,50,7.4,541538,188278
E01003675,58,48,7.4,541749,188671
E01003676,62,44,7.6,542188,188656
E01003677,48,41,6.7,541700,190058
E01003678,35,33,4.4,542098,189908
E01003679,62,45,7.4,542523,190087
E01003680,46,46,5.6,542881,189668
E01003681,56,50,6.6,541878,189956
E01003682,43,48,5.1,542120,189065
E01003797,26,9,4.1,522111,176797
E01003798,37,22,4.6,521962,176677
E01003799,30,15,3.4,522619,176829
E01003800,38,24,4.8,522464,177085
E01003801,21,17,2.7,522891,177905
E01003802,25,18,3.3,523054,177724
E01003803,64,29,8.6,522294,177783
E01003846,29,25,3.3,519351,176530
E01003847,31,26,3.2,519221,176691
E01003849,37,15,4.5,519180,176414
E01003851,15,25,1.8,519414,177148
E01003860,36,22,3.2,518210,175564
E01003864,53,15,6.3,518747,175578
E01003852,33,22,4.3,522577,175542
E01003853,58,11,7.6,521635,175949
E01003854,32,22,4,521673,176412
E01003855,45,34,4.6,520531,175904
E01003856,32,23,3,521211,176093
E01003857,39,22,3.8,521669,175488
E01003858,33,19,3.6,521356,175627
E01003848,51,16,4.5,519405,175822
E01003861,41,21,3.5,518563,175394
E01003862,41,19,5.3,519486,175610
E01003863,31,20,4.3,519025,175124
E01003865,42,20,5.8,519591,175757
E01033570,59,27,6.3,519536,176136
E01033571,37,24,4.7,519630,175851
E01003804,30,18,3.1,520404,175155
E01003807,32,41,2.9,520556,175757
E01003808,35,29,3.3,520772,175414
E01003809,18,17,2,521129,175237
E01003859,35,19,4.1,519679,175610
E01003873,30,15,3,518117,175251
E01003874,33,12,3.3,518528,175047
E01003875,23,21,3,518773,174919
E01003878,36,27,5,518787,174225
E01003866,22,19,2.5,516718,174339
E01003868,30,17,3.2,516754,174153
E01003871,22,24,2.3,516558,175335
E01003872,21,16,2.4,516902,174310
E01003821,26,21,2.7,518257,173806
E01003876,33,17,3.3,517869,175252
E01003877,28,11,3.5,518270,174629
E01003879,24,76,2.8,518290,174354
E01003892,37,17,3.3,517779,174332
E01003893,31,29,3.3,517478,174569
E01003894,44,21,4.3,516897,173955
E01003895,35,28,3.5,516644,174049
E01003905,32,36,3.9,514459,174399
E01003906,43,31,4.9,514030,174504
E01003907,50,49,6,513643,173790
E01003908,43,55,4.3,513800,174444
E01003909,36,48,4.3,514336,173794
E01003867,31,44,3.7,515420,173965
E01003869,44,31,4.3,516558,174154
E01003870,35,45,3.2,515127,173450
E01003910,25,41,2.9,514611,173501
E01003805,15,13,2,520457,174731
E01003806,25,28,3.5,520677,173237
E01003816,29,27,4,517716,172343
E01003817,54,24,5.5,517190,172408
E01003840,65,41,7.5,513128,174064
E01003841,83,51,8.8,512779,173938
E01003842,57,39,6.6,513467,173466
E01003843,51,68,5.1,512241,173494
E01003844,39,38,5,514335,173375
E01003845,31,34,3.8,513180,173240
E01003882,28,30,2.6,515916,172859
E01003883,25,31,2.1,515449,173280
E01003896,37,61,3.4,516450,173482
E01003897,39,54,3.3,516162,173603
E01003898,24,20,2.5,515033,173055
E01003899,21,20,2.5,514742,172565
E01003900,54,45,6.8,514585,172047
E01003901,33,33,3.5,514232,173090
E01003902,26,27,3.6,513826,172491
E01003903,34,62,4,513726,172548
E01003904,39,34,4.4,515004,173199
E01003880,21,22,2.5,515931,172429
E01003881,20,365,2,515661,171857
E01003884,29,35,3.2,515342,173215
E01003885,26,32,3,515419,172954
E01003818,52,37,6.2,516609,171654
E01003819,89,28,10.2,516806,172576
E01003820,61,41,5.9,517079,171687
E01003811,19,35,2.1,515281,171401
E01003812,38,41,3.5,514775,171840
E01003890,27,53,3.1,515538,171752
E01003891,31,43,3.1,516720,171372
E01003810,32,23,3.5,514539,171334
E01003813,28,27,3.3,513974,171203
E01003814,39,19,4.3,514524,171199
E01003815,31,28,3,514313,170978
E01003828,15,29,1.9,513106,170808
E01003829,59,32,7,512705,171458
E01003830,46,34,5,513201,171076
E01003831,36,20,4.2,512552,171136
E01003832,44,27,6.2,512485,171103
E01003833,45,20,5.6,512519,170959
E01003886,30,33,3,515987,171138
E01003887,36,45,3.4,516219,170627
E01003888,50,56,4.8,515473,171139
E01003889,29,18,2.9,515566,170636
E01003834,36,105,3.8,517667,170168
E01003835,21,22,2.6,517205,171095
E01003836,27,38,4,516861,170732
E01003837,34,25,3.9,517750,170303
E01003838,56,25,5.4,517246,170355
E01003839,57,33,5.5,517130,170213
E01003822,28,20,4,513797,170569
E01003823,35,19,3.6,514163,170326
E01003824,21,23,2.5,513339,170542
E01003825,28,32,2.9,512913,170485
E01003826,54,26,6.2,512907,169943
E01003827,34,24,3.2,513446,169655
E01004125,47,46,6.1,527236,166513
E01004183,81,59,8.8,527165,166564
E01004184,71,40,9.5,527424,166625
E01004185,72,47,9.9,527652,166820
E01004189,70,35,7.3,526799,167137
E01004123,106,79,9.2,526761,166569
E01004124,89,45,9.3,525429,166515
E01004126,50,39,7,527081,166318
E01004128,52,45,6.5,526737,166046
E01004129,84,37,9.8,526638,166951
E01004130,44,25,5,524720,165787
E01004131,33,50,3.8,524257,165598
E01004134,32,33,3.9,524341,166290
E01004135,31,41,3.9,525027,166572
E01004136,19,57,2.2,524235,165873
E01004164,38,30,4.3,527984,165330
E01004166,43,38,4.9,527698,165057
E01004169,52,24,8.2,527760,166187
E01004186,54,43,4.9,528495,166428
E01004188,72,35,7.6,528581,166255
E01004127,49,43,5.8,527364,165989
E01004163,41,30,4.7,527398,165873
E01004165,55,42,5.6,527238,165492
E01004167,58,37,8.7,527186,165648
E01004187,57,39,6.7,527380,166301
E01004117,20,34,2.4,522302,164682
E01004121,45,40,5.1,522392,165346
E01004192,59,32,5.1,522724,166174
E01004193,67,42,5.1,523375,166271
E01004195,37,36,4.1,522386,166002
E01004144,38,47,4.2,526094,165783
E01004145,54,53,4.6,525446,166030
E01004146,39,41,4.4,525685,165533
E01004147,37,33,4.7,526579,165335
E01004116,31,34,4,523342,165040
E01004122,32,28,4.2,522832,165094
E01004190,17,47,2.3,522854,165631
E01004191,41,27,4.7,523681,165458
E01004194,35,24,4.4,523918,166043
E01004196,43,29,5.5,523921,165925
E01004115,29,36,3.1,524424,164987
E01004118,40,46,4.4,523630,165273
E01004119,33,42,3.9,524194,164857
E01004132,28,36,3.3,524168,165135
E01004133,20,37,2.5,524227,165333
E01004171,25,39,3.1,529057,164841
E01004172,60,23,7.2,529007,164510
E01004173,51,25,6.6,529356,164349
E01004175,44,27,4.9,528399,165226
E01004176,47,22,5.5,528310,165118
E01004076,52,29,6.4,529646,165014
E01004077,41,27,5,530145,164603
E01004078,67,28,7.2,529849,165169
E01004079,22,26,2.8,529827,164772
E01004080,31,22,4.2,530704,164674
E01004081,41,24,4.9,530249,164248
E01004082,32,30,4,530631,164206
E01004137,53,22,5.6,526336,164114
E01004140,69,34,8.6,526042,164970
E01004141,60,39,7.1,526295,164840
E01004142,92,30,7.8,525906,163865
E01004149,60,29,6.7,526176,165087
E01004101,35,27,4.8,526985,164482
E01004103,54,34,5.3,526762,164223
E01004138,65,29,6.9,526517,164327
E01004139,48,26,5.8,526425,164161
E01004168,34,47,3.8,527074,165351
E01004143,58,24,6.9,525349,164324
E01004148,51,23,6.4,525284,164889
E01004159,33,37,3.9,524879,165191
E01004160,49,33,5.1,524846,164437
E01004161,30,26,3.4,524786,164118
E01004097,39,43,4,527453,163938
E01004098,29,25,4.3,527689,164123
E01004099,40,24,4.6,527759,164507
E01004100,29,36,3.9,527296,164192
E01004102,42,22,5.5,527740,164281
E01004110,57,32,5.6,524270,163510
E01004111,25,36,3.2,523953,164318
E01004112,19,25,2.3,524284,163453
E01004120,20,53,2.4,524024,164677
E01004157,23,31,3.4,524762,163358
E01004087,35,34,4.5,529590,163242
E01004170,47,41,4.5,528710,163983
E01004174,35,25,4.3,529023,164176
E01004178,54,36,4.7,529485,163685
E01004179,41,28,4.6,529386,163597
E01004152,50,24,5.8,525593,163426
E01004155,43,24,4.3,525743,163005
E01004156,49,24,4.8,525554,163547
E01004158,39,29,4.4,525350,163340
E01004162,50,27,5.7,525237,164038
E01004083,67,30,10.2,530087,162960
E01004086,45,35,5.2,529684,163854
E01004088,113,42,13.8,530472,163670
E01004089,56,32,9.4,530085,163225
E01004182,74,43,9.4,529597,163731
E01004104,27,31,3.4,527707,163643
E01004107,41,40,5,528238,163212
E01004177,60,23,7.5,529035,163370
E01004180,36,56,4,528611,163144
E01004181,46,22,5.1,529155,162969
E01004090,59,17,11,525751,162614
E01004096,30,22,3.5,525694,162867
E01004150,43,23,5,526327,163674
E01004151,43,30,4.2,526652,163599
E01004153,52,30,5.3,525973,163074
E01004091,23,29,3.3,526558,161722
E01004092,26,37,3.4,526506,162556
E01004105,43,46,4.2,527313,163130
E01004106,20,39,2.4,527401,162817
E01004154,22,27,3,526685,163319
E01004084,35,41,4.6,529277,162662
E01004085,39,35,4.6,530306,162956
E01004108,29,33,3.3,527793,161062
E01004109,48,35,5.7,528365,160193
E01004093,29,25,3.5,525397,162935
E01004094,25,43,2.6,525463,162355
E01004095,35,25,4.1,525058,163184
E01004114,21,21,2.6,524596,160921
E01032623,27,38,3.3,524637,162364
E01004349,57,35,8.5,538290,195435
E01004350,50,32,7.2,537588,195183
E01004351,36,29,4.5,538129,195269
E01004356,70,38,8.9,537471,193861
E01004357,57,25,7.6,537655,193981
E01004352,46,23,4.5,538853,194828
E01004353,61,25,6.5,539433,194092
E01004354,49,32,5.1,539079,194625
E01004358,59,25,7,538342,194036
E01004359,57,35,6.4,538684,193853
E01004384,92,35,11,538926,193459
E01004385,69,23,10.3,539774,192296
E01004386,22,29,2.5,539529,192619
E01004389,62,20,8.2,538892,193967
E01004390,62,23,8.3,538929,193409
E01004355,57,36,7,537692,193691
E01004360,34,25,5.1,538160,193302
E01004413,68,31,9.3,538237,192975
E01004415,70,21,9.2,537839,193158
E01004416,52,48,5.8,538078,191844
E01004361,34,43,4.6,537377,193416
E01004414,52,36,6.5,537778,192903
E01004417,63,31,7.4,537548,192652
E01004451,58,51,6.2,536907,193094
E01004452,63,30,7.7,536928,192424
E01004450,36,51,4.1,536653,192724
E01004453,61,41,7.1,536462,192108
E01004454,65,39,7.9,537062,192175
E01004455,62,30,8.5,536812,191580
E01004456,96,56,13.8,536686,191850
E01004379,42,32,5.2,538565,191929
E01004380,45,18,5.7,539567,191858
E01004381,59,44,5.8,538854,191375
E01004383,51,41,6.1,539098,191303
E01004387,33,35,3.9,538859,192354
E01004388,57,30,7.1,538944,192085
E01004343,60,37,6,538339,191182
E01004344,84,49,9.3,537577,191087
E01004382,67,40,11.6,538153,191832
E01004418,70,41,8.3,537480,191992
E01004419,69,29,8.2,537949,191791
E01004398,104,70,12,535929,191002
E01004399,94,52,12.9,536661,191389
E01004400,87,49,9.9,536085,190416
E01004402,109,51,12.8,536434,190062
E01004403,103,34,12.2,536480,190745
E01004345,84,61,8.5,538086,190386
E01004348,135,56,9.1,538330,190030
E01004377,52,52,5.6,539346,191302
E01004378,93,33,9.7,538555,190742
E01004342,81,41,8.3,537680,190387
E01004346,62,36,7.3,537374,190853
E01004347,72,46,6.3,537108,190137
E01004460,97,61,9.8,537123,189803
E01004462,76,62,7.8,537108,189400
E01004396,75,47,7.7,536546,189533
E01004457,86,63,8.1,536830,189640
E01004458,79,37,8,536695,189597
E01004459,99,33,16.9,536713,190236
E01004463,72,41,5.9,536788,190319
E01004407,194,64,27.6,537757,189743
E01004410,114,41,12.1,537997,189207
E01004464,106,55,14.5,538119,189293
E01004469,99,33,13.9,538372,189976
E01004470,75,47,9.7,538475,189795
E01004471,99,33,12.3,538690,189835
E01004391,80,37,7.4,535021,189307
E01004393,61,95,4.4,536158,189166
E01004401,94,79,8,535963,189866
E01004404,104,59,9.2,536101,189844
E01004461,83,68,6.6,535676,189495
E01004412,64,44,6.4,537586,188775
E01004465,46,35,5.8,538456,188856
E01004466,53,30,5.5,538009,188896
E01004467,109,61,9.9,538246,188685
E01004468,57,30,6.3,539280,190241
E01004406,89,96,8.3,537489,188701
E01004408,84,41,8.8,537433,189572
E01004409,82,34,9.1,537412,189266
E01004411,67,64,6.6,537478,189185
E01004443,75,82,8.1,537338,188968
E01004447,75,46,7.2,537231,188072
E01004392,122,94,9.2,536418,188813
E01004394,108,39,11.8,536146,188684
E01004397,100,83,7.1,537038,189083
E01004444,104,88,8.5,536532,188548
E01004446,66,43,6.9,536411,188386
E01004395,48,38,5.5,536016,188596
E01004421,87,95,9.4,537065,187934
E01004445,62,50,6.7,537139,188375
E01004448,82,34,8.3,536318,187955
E01004449,106,82,14.3,536704,188181
E01004363,56,51,6.5,538526,188714
E01004364,76,65,9.5,538303,188545
E01004366,85,54,9.1,539070,188353
E01004367,63,56,8,538133,187667
E01004368,79,70,7.4,538567,187586
E01004365,99,168,7.9,537841,188243
E01004405,76,52,9,537867,188595
E01004420,168,101,14.9,537596,188178
E01004423,106,79,11.7,537315,187523
E01033153,152,111,14.3,538105,187669
E01004362,61,38,6.6,539574,188237
E01004436,87,34,9.3,539379,187740
E01004437,121,65,11.2,539186,187444
E01004439,74,55,7.9,539158,187374
E01004442,93,71,8.5,539258,187677
E01004422,59,52,7.4,535480,186717
E01004424,100,74,11.6,537217,187843
E01004425,90,60,8,536633,187635
E01004426,81,64,9.6,537253,187592
E01004427,105,57,8.9,536750,187533
E01004369,74,90,7.3,538168,187199
E01004370,61,81,5.9,538211,187445
E01004372,72,48,6.5,538578,186850
E01004432,86,58,9.7,537813,187224
E01004435,85,82,8.5,537756,186786
E01004333,105,62,11.7,539485,186740
E01004334,114,44,17.8,539422,186403
E01004438,60,126,4.6,539349,187272
E01004440,116,93,8.5,539336,186929
E01004441,75,53,7.4,539678,187076
E01004371,82,54,8.3,538979,186891
E01004373,89,88,9,538237,186833
E01004374,84,85,7.5,538877,186762
E01004375,94,89,8.9,538544,186653
E01004376,91,159,7.4,538496,186310
E01004336,84,199,7.9,538283,185924
E01004428,120,73,16,537483,187003
E01004429,115,72,12,537035,186513
E01004430,105,132,7.7,537668,185643
E01004434,104,79,10.5,537204,186981
E01004335,131,80,17.3,538944,185714
E01004337,104,93,10.4,538558,185688
E01004338,98,101,9,538611,185803
E01004339,79,82,7.8,539142,186950
E01004340,138,72,14.7,539007,186314
E01004341,130,77,15,539193,186220
E01004327,66,50,10.5,539739,186472
E01004328,105,87,9.8,539342,186270
E01004329,95,126,9.2,539875,186135
E01004330,71,95,7,539558,186005
E01004331,84,132,8.6,539897,185815
E01004332,94,119,9.3,539442,185840
